LYLTY_CARD_NBR,stores,purchases,products,mean_of_products,mean_of_sales,min_of_size,max_of_size,brands,lifestage,min_of_days_difference,max_of_days_difference,type_of_customer,Cluster_KMeans
136125,1,1,1,1.0,5.4,175,175,1,7,22.0,22.0,3.0,2
136126,1,2,1,1.5,5.699999999999999,110,110,1,7,21.0,129.0,3.0,2
136131,1,1,1,1.0,3.0,175,175,1,7,72.0,72.0,3.0,2
136133,1,2,2,1.5,5.5,175,175,2,5,37.0,131.0,2.0,2
136134,1,1,1,1.0,3.7,134,134,1,5,44.0,44.0,1.0,3
136137,1,2,2,1.0,4.65,135,300,2,1,54.0,72.0,3.0,1
136139,1,3,3,1.3333333333333333,4.3,134,300,3,4,13.0,126.0,3.0,1
136140,1,4,3,1.5,3.85,134,300,3,5,3.0,163.0,3.0,0
136141,1,1,1,1.0,5.7,330,330,1,7,333.0,333.0,1.0,3
136142,1,2,2,1.0,2.3,150,200,2,1,8.0,227.0,1.0,4
136143,1,1,1,1.0,3.3,175,175,1,5,77.0,77.0,1.0,3
136144,1,2,2,1.5,7.25,300,380,2,1,55.0,310.0,3.0,1
136145,1,1,1,1.0,4.4,175,175,1,7,265.0,265.0,3.0,2
136147,1,2,2,1.0,3.45,150,175,2,5,87.0,218.0,3.0,2
136150,1,1,1,1.0,3.0,165,165,1,4,125.0,125.0,2.0,2
136152,1,1,1,1.0,3.3,175,175,1,1,354.0,354.0,1.0,4
136155,1,3,3,1.0,2.966666666666667,134,200,3,6,36.0,251.0,3.0,2
136156,1,1,1,1.0,4.4,170,170,1,7,8.0,8.0,2.0,2
136159,1,1,1,1.0,3.6,210,210,1,4,340.0,340.0,3.0,2
136161,1,1,1,1.0,2.9,170,170,1,7,28.0,28.0,3.0,2
136162,1,2,2,1.5,5.0,165,170,2,7,273.0,294.0,2.0,2
136165,1,2,2,1.0,2.4,170,200,2,5,221.0,227.0,2.0,2
136166,1,1,1,2.0,6.6,175,175,1,1,359.0,359.0,3.0,1
136167,1,2,2,1.0,4.050000000000001,134,175,2,1,42.0,224.0,3.0,1
136168,1,1,1,1.0,4.6,150,150,1,6,108.0,108.0,2.0,2
136169,1,3,3,1.0,3.6666666666666665,165,300,3,1,22.0,319.0,3.0,1
136171,1,2,2,1.0,4.6,175,380,2,2,208.0,311.0,2.0,4
136173,1,1,1,1.0,2.6,150,150,1,7,183.0,183.0,3.0,2
136174,1,2,2,1.0,4.0,150,175,2,6,51.0,71.0,3.0,2
136176,1,2,2,1.5,7.1000000000000005,175,175,2,7,131.0,193.0,3.0,2
136178,1,1,1,1.0,1.5,300,300,1,1,29.0,29.0,1.0,4
136180,1,1,1,1.0,3.0,175,175,1,1,25.0,25.0,2.0,4
136181,1,2,2,1.0,3.8499999999999996,150,180,2,5,295.0,315.0,2.0,2
136184,1,3,3,1.0,2.5,175,220,3,5,54.0,175.0,1.0,3
136187,1,1,1,2.0,9.2,150,150,1,4,261.0,261.0,3.0,2
136188,1,2,2,1.0,3.65,150,150,2,2,119.0,247.0,1.0,4
136189,1,1,1,1.0,3.7,134,134,1,7,158.0,158.0,1.0,3
136193,1,1,1,1.0,5.4,175,175,1,1,241.0,241.0,2.0,4
136194,1,1,1,1.0,4.6,150,150,1,5,99.0,99.0,1.0,3
136195,1,1,1,1.0,4.4,170,170,1,1,64.0,64.0,3.0,1
136199,1,2,2,1.5,5.1,110,150,2,1,247.0,295.0,3.0,1
136200,1,2,2,1.0,3.5,134,175,2,5,198.0,333.0,3.0,2
136201,1,1,1,1.0,5.4,175,175,1,2,81.0,81.0,2.0,4
136202,1,1,1,1.0,2.6,300,300,1,1,186.0,186.0,1.0,4
136204,1,2,2,1.0,3.7,134,134,1,5,3.0,284.0,3.0,2
136205,1,2,2,1.0,3.8,150,175,2,1,243.0,345.0,3.0,1
136209,1,2,2,1.5,5.15,134,170,2,1,227.0,295.0,3.0,1
136213,1,3,3,1.0,3.033333333333333,70,175,3,4,168.0,230.0,1.0,3
136214,1,4,4,1.25,4.2,70,210,4,6,70.0,315.0,1.0,3
136215,1,1,1,1.0,4.4,175,175,1,6,189.0,189.0,2.0,2
136217,1,2,2,1.0,4.75,175,380,2,5,106.0,265.0,3.0,0
136219,1,1,1,2.0,9.2,150,150,1,7,152.0,152.0,1.0,3
136220,1,1,1,1.0,4.6,150,150,1,4,193.0,193.0,3.0,2
136221,1,1,1,1.0,3.0,175,175,1,5,75.0,75.0,3.0,2
136222,1,2,2,1.0,2.95,210,220,2,6,207.0,215.0,2.0,2
136225,1,1,1,2.0,10.2,300,300,1,5,216.0,216.0,2.0,2
136229,1,1,1,1.0,2.6,150,150,1,4,312.0,312.0,2.0,2
136230,1,2,2,1.5,5.2,170,175,2,6,21.0,329.0,1.0,3
136234,1,3,3,1.0,3.9333333333333336,134,175,3,5,3.0,282.0,1.0,3
136235,1,1,1,2.0,3.4,175,175,1,7,171.0,171.0,3.0,2
136236,1,1,1,1.0,3.9,150,150,1,1,286.0,286.0,3.0,1
136237,1,1,1,1.0,3.0,175,175,1,5,98.0,98.0,3.0,2
136238,1,1,1,1.0,3.8,110,110,1,5,153.0,153.0,2.0,2
136239,1,1,1,1.0,1.9,200,200,1,2,140.0,140.0,3.0,1
136240,1,1,1,1.0,3.8,110,110,1,2,142.0,142.0,1.0,4
136241,1,1,1,1.0,1.8,190,190,1,3,132.0,132.0,3.0,1
136242,1,1,1,1.0,4.6,150,150,1,5,15.0,15.0,1.0,3
136243,1,1,1,1.0,3.8,110,110,1,6,99.0,99.0,1.0,3
136244,1,1,1,2.0,4.2,175,175,1,7,259.0,259.0,1.0,3
136245,1,1,1,1.0,3.1,180,180,1,4,362.0,362.0,3.0,2
136247,1,1,1,1.0,3.0,175,175,1,2,172.0,172.0,2.0,4
136248,1,1,1,2.0,7.4,134,134,1,5,88.0,88.0,2.0,2
136251,1,2,2,1.5,3.75,90,170,2,6,149.0,215.0,2.0,2
136252,1,2,2,1.0,3.8,110,110,2,4,137.0,354.0,1.0,3
136253,1,2,2,1.0,3.0999999999999996,70,110,1,4,63.0,240.0,2.0,2
136254,1,2,2,1.0,3.75,175,175,2,4,101.0,134.0,3.0,2
136255,1,1,1,1.0,5.4,175,175,1,4,166.0,166.0,3.0,2
136258,1,1,1,2.0,6.0,175,175,1,1,327.0,327.0,1.0,4
136261,1,3,3,1.0,3.4,150,175,3,7,42.0,75.0,2.0,2
136263,1,1,1,1.0,5.7,330,330,1,6,281.0,281.0,1.0,3
136264,1,4,4,1.0,3.4749999999999996,110,170,3,7,10.0,318.0,2.0,0
136267,1,1,1,1.0,1.7,175,175,1,1,0.0,0.0,3.0,1
136269,1,1,1,1.0,3.7,134,134,1,6,73.0,73.0,2.0,2
136270,1,3,3,1.0,3.1666666666666665,150,300,3,7,81.0,257.0,3.0,0
136271,1,1,1,1.0,4.6,150,150,1,1,3.0,3.0,3.0,1
136272,1,4,4,1.25,4.275,110,300,4,7,44.0,302.0,1.0,3
136273,1,2,2,1.0,3.1500000000000004,170,200,2,3,39.0,309.0,2.0,4
136274,1,1,1,1.0,4.6,150,150,1,7,24.0,24.0,1.0,3
136275,1,2,2,1.0,3.75,165,175,2,5,58.0,138.0,1.0,3
136276,1,1,1,1.0,3.3,175,175,1,7,192.0,192.0,2.0,2
136278,1,1,1,1.0,4.6,270,270,1,5,31.0,31.0,2.0,2
136279,1,1,1,2.0,7.4,134,134,1,7,139.0,139.0,3.0,2
136281,1,1,1,1.0,5.1,300,300,1,1,286.0,286.0,3.0,1
136282,1,1,1,1.0,1.5,300,300,1,1,56.0,56.0,3.0,1
136284,1,2,2,1.5,6.05,150,170,2,5,265.0,320.0,2.0,2
136285,1,1,1,2.0,8.8,175,175,1,7,251.0,251.0,3.0,2
136286,1,3,3,1.3333333333333333,4.1000000000000005,150,175,3,2,65.0,294.0,1.0,4
136291,1,1,1,1.0,1.7,175,175,1,1,50.0,50.0,1.0,4
136293,1,1,1,2.0,6.6,190,190,1,7,220.0,220.0,2.0,2
136294,1,1,1,1.0,3.0,165,165,1,1,310.0,310.0,2.0,4
136296,1,1,1,1.0,4.6,150,150,1,7,94.0,94.0,2.0,2
136297,1,1,1,2.0,7.4,134,134,1,6,262.0,262.0,1.0,3
136298,1,1,1,2.0,5.2,150,150,1,2,160.0,160.0,2.0,4
136299,1,1,1,1.0,3.7,134,134,1,7,131.0,131.0,1.0,3
136300,1,3,3,1.0,3.733333333333333,134,270,3,1,1.0,239.0,3.0,1
136301,1,1,1,2.0,10.8,175,175,1,1,75.0,75.0,3.0,1
136302,1,1,1,1.0,2.7,150,150,1,1,185.0,185.0,1.0,4
136303,1,1,1,2.0,7.4,134,134,1,4,124.0,124.0,2.0,2
136304,1,1,1,1.0,3.7,134,134,1,4,89.0,89.0,3.0,2
136306,1,2,2,1.5,6.25,134,170,2,6,297.0,351.0,2.0,2
136308,1,1,1,1.0,6.5,380,380,1,7,297.0,297.0,1.0,3
136309,1,1,1,1.0,2.7,150,150,1,4,4.0,4.0,2.0,2
136310,1,1,1,1.0,5.7,330,330,1,1,11.0,11.0,2.0,4
136314,1,3,3,1.0,3.0666666666666664,165,300,3,7,7.0,325.0,2.0,0
136315,1,1,1,1.0,3.0,165,165,1,4,40.0,40.0,3.0,2
136317,1,1,1,2.0,9.2,150,150,1,2,75.0,75.0,2.0,4
136323,1,1,1,1.0,1.7,175,175,1,5,291.0,291.0,3.0,2
136326,1,1,1,1.0,5.7,330,330,1,1,41.0,41.0,1.0,4
136327,1,1,1,1.0,2.1,175,175,1,1,76.0,76.0,1.0,4
136328,1,2,2,1.0,4.15,170,175,2,6,68.0,113.0,3.0,2
136329,1,2,2,1.0,2.3,150,200,2,2,89.0,353.0,1.0,4
136330,1,1,1,1.0,3.0,175,175,1,1,245.0,245.0,1.0,4
136331,1,2,2,1.5,5.9,134,170,2,1,151.0,294.0,1.0,4
136332,1,1,1,1.0,3.3,175,175,1,1,270.0,270.0,2.0,4
136333,1,2,2,1.0,3.2,134,150,2,6,191.0,253.0,1.0,3
136339,1,1,1,1.0,4.4,175,175,1,7,223.0,223.0,2.0,2
136340,1,1,1,2.0,10.8,175,175,1,5,268.0,268.0,2.0,2
136341,1,3,3,1.3333333333333333,3.8666666666666667,110,150,2,1,5.0,363.0,3.0,1
136342,1,1,1,1.0,2.6,150,150,1,6,137.0,137.0,2.0,2
136343,1,1,1,1.0,4.4,170,170,1,1,106.0,106.0,3.0,1
136344,1,1,1,1.0,4.4,175,175,1,2,302.0,302.0,2.0,4
136346,1,2,2,1.0,2.5,175,190,2,1,40.0,320.0,1.0,4
136347,1,2,2,1.0,3.4,110,175,2,2,158.0,252.0,2.0,4
136348,1,2,2,1.0,3.95,134,165,2,1,266.0,273.0,3.0,1
136349,1,1,1,1.0,4.4,175,175,1,1,292.0,292.0,2.0,4
136350,1,2,2,1.5,5.1,110,150,2,6,109.0,203.0,2.0,2
136352,1,2,2,1.5,6.6000000000000005,170,170,1,3,128.0,305.0,1.0,4
136355,1,2,2,1.0,4.2,200,380,2,6,9.0,161.0,1.0,3
136356,1,1,1,1.0,3.3,175,175,1,7,33.0,33.0,3.0,2
136357,1,2,2,1.0,4.2,150,330,2,1,149.0,273.0,2.0,4
136360,1,1,1,1.0,2.1,175,175,1,1,186.0,186.0,1.0,4
136361,1,2,2,1.0,3.25,150,200,2,4,324.0,342.0,3.0,2
136362,1,1,1,1.0,2.3,220,220,1,6,94.0,94.0,2.0,2
136363,1,1,1,1.0,5.9,380,380,1,3,101.0,101.0,2.0,4
136365,1,2,2,1.0,3.6,300,330,2,1,262.0,338.0,3.0,1
136366,1,3,3,1.0,3.6,70,330,3,1,10.0,303.0,3.0,1
136369,1,2,2,2.0,5.9,150,190,2,4,59.0,79.0,1.0,3
136370,1,4,4,1.0,3.675,110,175,3,3,2.0,274.0,3.0,1
136371,1,2,2,1.5,5.2,134,165,2,5,37.0,205.0,1.0,3
136374,1,1,1,1.0,1.7,90,90,1,3,128.0,128.0,1.0,4
136376,1,2,2,1.0,4.75,110,330,2,5,16.0,127.0,1.0,3
136379,1,2,2,1.0,2.85,150,165,1,6,52.0,254.0,2.0,2
136381,1,1,1,1.0,2.1,175,175,1,4,180.0,180.0,2.0,2
136382,1,1,1,1.0,5.4,175,175,1,2,303.0,303.0,3.0,1
136383,1,1,1,2.0,9.2,150,150,1,1,24.0,24.0,3.0,1
136384,1,1,1,1.0,4.4,170,170,1,4,143.0,143.0,1.0,3
136385,1,2,2,1.0,3.3,134,170,2,7,13.0,211.0,2.0,2
136388,1,1,1,1.0,3.7,134,134,1,3,27.0,27.0,3.0,1
136390,1,2,2,1.0,2.9,170,170,1,2,0.0,288.0,2.0,4
136394,1,2,2,2.0,5.6,165,300,2,6,23.0,158.0,2.0,0
136395,1,1,1,1.0,3.0,165,165,1,7,141.0,141.0,2.0,2
136396,1,4,4,1.0,3.78,134,300,3,5,92.0,330.0,1.0,3
136397,1,1,1,1.0,4.4,175,175,1,5,297.0,297.0,3.0,2
136401,1,1,1,1.0,3.3,175,175,1,5,196.0,196.0,1.0,3
136402,1,1,1,1.0,5.1,300,300,1,1,120.0,120.0,3.0,1
136405,1,1,1,1.0,4.6,150,150,1,1,329.0,329.0,3.0,1
136406,1,3,3,2.3333333333333335,6.400000000000001,150,165,1,4,148.0,319.0,1.0,3
136408,1,3,3,1.0,2.766666666666667,134,190,3,5,103.0,170.0,3.0,2
136411,1,3,3,1.0,3.0666666666666664,110,175,3,5,134.0,339.0,3.0,2
136413,1,1,1,2.0,3.4,175,175,1,1,89.0,89.0,1.0,4
136415,1,1,1,1.0,2.9,170,170,1,7,181.0,181.0,3.0,2
136417,1,1,1,1.0,2.6,150,150,1,7,188.0,188.0,3.0,2
136419,1,2,2,1.0,2.2,150,190,2,7,131.0,298.0,3.0,2
136420,1,2,2,1.5,4.5,165,175,2,1,108.0,244.0,1.0,4
136421,1,1,1,1.0,5.4,175,175,1,1,192.0,192.0,2.0,4
136422,1,2,2,1.0,3.75,165,175,2,3,41.0,199.0,3.0,1
136424,1,1,1,1.0,5.1,300,300,1,1,164.0,164.0,3.0,1
136426,1,1,1,1.0,3.9,150,150,1,7,346.0,346.0,3.0,2
136428,1,2,2,1.0,3.45,110,180,2,5,263.0,361.0,2.0,2
136430,1,1,1,2.0,5.2,150,150,1,1,82.0,82.0,2.0,4
136431,1,2,2,1.0,3.2,175,250,2,6,79.0,255.0,1.0,3
136432,1,1,1,1.0,3.8,110,110,1,4,334.0,334.0,3.0,2
136433,1,3,3,1.3333333333333333,4.333333333333333,90,330,3,2,89.0,169.0,3.0,1
136434,1,1,1,1.0,3.9,150,150,1,5,325.0,325.0,2.0,2
136435,1,1,1,1.0,2.9,170,170,1,1,33.0,33.0,2.0,4
136436,1,1,1,1.0,3.6,210,210,1,2,7.0,7.0,2.0,4
136437,1,1,1,2.0,9.2,150,150,1,4,118.0,118.0,1.0,3
136439,1,2,1,1.0,3.0,175,175,1,1,99.0,120.0,2.0,4
136440,1,1,1,1.0,3.7,134,134,1,5,2.0,2.0,1.0,3
136442,1,2,2,1.5,3.0,165,300,2,6,97.0,132.0,2.0,2
136445,1,1,1,1.0,5.4,175,175,1,5,54.0,54.0,1.0,3
136446,1,2,2,1.0,5.15,270,330,2,4,212.0,322.0,3.0,1
136449,1,1,1,2.0,5.2,150,150,1,7,59.0,59.0,3.0,2
136450,1,3,3,1.3333333333333333,4.566666666666666,134,175,3,7,30.0,207.0,1.0,3
136451,1,1,1,1.0,5.1,300,300,1,7,28.0,28.0,1.0,3
136452,1,1,1,2.0,8.8,170,170,1,5,44.0,44.0,2.0,2
136453,1,3,3,1.3333333333333333,4.933333333333333,110,270,3,1,52.0,141.0,2.0,4
136454,1,2,2,1.0,1.8,175,300,2,1,140.0,264.0,2.0,4
136455,1,1,1,1.0,1.9,200,200,1,5,232.0,232.0,3.0,2
136456,1,1,1,1.0,3.9,150,150,1,7,21.0,21.0,1.0,3
136459,1,2,2,1.0,4.5,150,170,2,3,244.0,269.0,3.0,1
136460,1,2,2,1.5,4.5,175,175,1,1,272.0,328.0,2.0,4
136465,1,2,2,1.5,4.95,175,330,2,6,252.0,334.0,2.0,0
136467,1,1,1,1.0,6.5,380,380,1,1,308.0,308.0,1.0,4
136468,1,1,1,1.0,2.7,150,150,1,4,242.0,242.0,1.0,3
136470,1,2,2,1.5,5.1,165,165,2,5,74.0,152.0,2.0,2
136471,1,1,1,2.0,11.4,330,330,1,1,208.0,208.0,1.0,4
136473,1,1,1,1.0,4.6,150,150,1,1,207.0,207.0,3.0,1
136474,1,2,2,1.0,2.8499999999999996,110,160,2,7,91.0,306.0,1.0,3
136476,1,1,1,1.0,2.6,150,150,1,6,346.0,346.0,1.0,3
136477,1,1,1,1.0,4.6,150,150,1,7,230.0,230.0,3.0,2
136479,1,1,1,1.0,2.6,150,150,1,1,313.0,313.0,2.0,4
136480,1,2,2,1.0,2.25,150,200,2,6,22.0,153.0,1.0,3
136482,1,1,1,1.0,5.9,380,380,1,7,97.0,97.0,3.0,2
136483,1,1,1,1.0,4.2,165,165,1,7,271.0,271.0,2.0,2
136485,1,2,2,1.0,2.9,150,160,2,7,75.0,194.0,3.0,2
136486,1,1,1,1.0,5.7,330,330,1,2,274.0,274.0,3.0,1
136488,1,2,2,1.0,4.15,134,150,2,1,173.0,352.0,3.0,1
136489,1,1,1,1.0,3.0,165,165,1,4,308.0,308.0,1.0,3
136490,1,1,1,1.0,4.6,270,270,1,4,301.0,301.0,1.0,3
136492,1,1,1,2.0,9.2,270,270,1,7,208.0,208.0,3.0,2
136493,1,1,1,1.0,3.0,175,175,1,6,238.0,238.0,2.0,2
137000,1,7,7,1.8571428571428572,7.142857142857143,110,330,6,3,49.0,341.0,2.0,0
137001,1,8,8,2.0,7.875,150,380,6,6,103.0,354.0,2.0,0
137002,1,7,7,1.8571428571428572,6.914285714285714,150,175,5,2,23.0,342.0,2.0,4
137003,1,4,4,2.0,7.800000000000001,175,330,4,5,151.0,322.0,1.0,3
137004,1,9,9,2.0,7.466666666666667,110,270,7,2,80.0,358.0,1.0,4
137005,1,7,7,2.0,7.771428571428571,134,330,6,6,33.0,291.0,1.0,3
137006,1,6,6,2.5,9.316666666666668,110,330,6,2,37.0,314.0,2.0,4
137007,1,9,10,2.0,8.454545454545455,110,380,7,5,123.0,338.0,2.0,0
137008,1,2,2,2.0,10.5,175,300,2,6,138.0,170.0,1.0,3
137009,1,3,3,2.0,5.266666666666667,125,175,3,7,54.0,364.0,1.0,3
137010,1,6,6,2.0,7.966666666666666,165,330,5,5,32.0,336.0,1.0,3
137011,1,9,9,2.0,7.666666666666667,110,300,7,6,37.0,351.0,2.0,0
137012,1,8,8,2.0,5.6,125,300,6,5,71.0,355.0,2.0,0
137013,1,7,6,1.8571428571428572,7.071428571428571,90,175,6,5,124.0,328.0,2.0,0
137014,1,10,10,2.0,7.839999999999999,110,330,7,2,7.0,361.0,2.0,4
137015,1,5,5,2.0,5.279999999999999,90,220,5,1,97.0,358.0,2.0,4
137016,1,3,3,2.0,5.333333333333333,90,175,3,7,39.0,322.0,3.0,0
137017,1,2,2,1.5,4.75,134,170,2,6,319.0,348.0,3.0,2
137018,1,3,3,2.0,8.799999999999999,134,300,3,4,141.0,363.0,3.0,0
137019,1,7,7,2.0,7.685714285714285,110,380,5,5,10.0,335.0,1.0,3
137020,1,5,5,2.0,7.4,134,175,4,5,14.0,352.0,1.0,3
137021,1,3,4,2.0,5.75,110,300,4,5,62.0,98.0,3.0,2
137022,1,7,7,2.0,6.457142857142857,110,300,6,6,10.0,358.0,3.0,0
137023,1,5,5,2.0,4.92,150,200,3,7,16.0,362.0,1.0,3
137024,1,8,8,2.0,5.525,150,175,3,6,130.0,362.0,1.0,3
137025,1,6,5,2.0,5.933333333333333,90,170,5,1,83.0,287.0,2.0,4
137026,1,3,3,2.0,8.4,165,175,3,4,214.0,288.0,2.0,2
137027,1,7,7,2.0,6.828571428571428,150,175,6,6,57.0,269.0,3.0,0
137028,1,7,7,2.0,5.914285714285714,150,300,6,2,32.0,356.0,3.0,1
137029,1,7,7,2.0,8.628571428571428,150,380,5,2,34.0,296.0,1.0,4
137030,1,8,7,2.0,7.35,110,380,5,5,15.0,349.0,2.0,0
137031,1,6,5,2.0,7.333333333333333,134,330,4,6,55.0,280.0,1.0,3
137032,1,4,4,2.0,7.1,110,175,4,2,1.0,139.0,2.0,4
137033,1,5,5,2.0,6.32,150,200,5,4,55.0,338.0,1.0,3
137034,1,8,8,2.0,8.425,110,330,8,6,4.0,336.0,1.0,3
137035,1,5,5,2.0,6.6,125,330,5,1,29.0,299.0,3.0,1
137036,1,4,4,2.0,5.55,150,200,3,7,6.0,169.0,2.0,2
137037,1,5,5,2.0,6.2,150,330,2,5,66.0,347.0,2.0,0
137038,1,6,5,2.0,7.0,110,210,5,4,17.0,360.0,3.0,0
137039,1,10,10,2.0,7.68,90,330,7,2,11.0,346.0,1.0,4
137040,1,5,5,1.8,7.959999999999999,175,300,5,6,47.0,340.0,1.0,3
137041,1,8,8,1.875,6.9375,90,330,6,5,29.0,316.0,1.0,3
137042,1,7,7,2.0,6.6,150,200,5,4,32.0,346.0,3.0,0
137043,1,11,11,2.0,7.054545454545454,90,380,9,5,52.0,343.0,3.0,0
137044,1,10,9,2.0,6.540000000000001,150,380,6,5,25.0,334.0,1.0,3
137045,1,10,10,2.0,6.220000000000001,150,330,5,7,28.0,354.0,2.0,0
137046,1,3,3,2.0,6.199999999999999,150,175,3,5,210.0,335.0,3.0,2
137047,1,3,3,2.0,6.533333333333334,90,165,3,2,163.0,359.0,2.0,4
137048,1,9,9,2.0,6.777777777777778,125,330,7,2,36.0,322.0,2.0,4
137049,1,4,4,1.75,5.4125,150,380,4,5,106.0,318.0,3.0,0
137050,1,3,3,2.0,8.0,165,210,3,1,211.0,263.0,1.0,4
137051,1,2,2,2.0,4.6,150,160,2,7,150.0,238.0,2.0,2
137052,1,4,4,2.0,8.1,165,300,4,7,3.0,259.0,3.0,0
137053,1,7,7,1.8571428571428572,7.785714285714286,134,250,6,6,134.0,326.0,3.0,0
137054,1,8,8,2.0,6.675,134,175,7,7,51.0,266.0,2.0,0
137055,1,4,3,2.0,5.6,150,175,2,1,20.0,198.0,1.0,4
137056,1,4,4,2.0,6.5,134,210,4,7,64.0,188.0,1.0,3
137057,1,4,4,2.0,7.0,134,300,4,1,87.0,331.0,3.0,1
137058,1,5,5,2.0,6.04,170,300,4,3,9.0,250.0,2.0,4
137059,1,3,3,2.0,7.599999999999999,175,300,3,6,76.0,272.0,2.0,0
137060,1,8,7,2.0,6.35,150,220,6,2,30.0,305.0,1.0,4
137061,1,4,4,2.0,7.55,134,165,4,7,31.0,164.0,3.0,2
137062,1,7,7,2.0,7.228571428571429,90,270,7,2,7.0,219.0,3.0,1
137063,1,7,7,2.0,7.285714285714286,134,300,7,4,101.0,362.0,3.0,0
137064,1,4,4,2.0,6.85,134,250,3,7,30.0,342.0,2.0,0
137065,1,9,8,2.0,6.800000000000001,70,330,8,6,24.0,325.0,3.0,0
137066,1,7,7,2.0,7.885714285714286,134,380,4,2,48.0,359.0,1.0,4
137067,1,3,3,2.0,6.733333333333333,110,210,3,3,57.0,357.0,1.0,4
137068,1,4,4,2.0,4.65,90,175,4,7,16.0,356.0,1.0,3
137069,1,3,3,2.0,6.933333333333334,165,175,3,1,16.0,232.0,1.0,4
137070,1,8,8,1.875,6.775,150,300,6,6,2.0,321.0,1.0,3
137071,1,3,3,2.0,5.133333333333334,165,175,2,7,67.0,211.0,2.0,2
137072,1,7,7,2.0,7.6000000000000005,110,250,7,6,47.0,361.0,1.0,3
137073,1,12,12,2.0,6.25,110,300,9,6,4.0,339.0,2.0,0
137074,1,3,3,2.0,7.133333333333334,125,380,3,1,57.0,215.0,3.0,1
137075,1,10,10,2.0,5.9799999999999995,150,300,8,4,12.0,359.0,1.0,3
137076,1,8,8,2.0,6.825,110,330,7,1,22.0,281.0,3.0,1
137077,1,7,6,2.0,6.114285714285714,110,300,6,6,134.0,259.0,3.0,0
137078,1,6,6,2.0,7.233333333333333,110,380,5,5,0.0,325.0,1.0,3
137079,1,3,3,2.0,4.866666666666666,90,300,3,3,29.0,239.0,2.0,4
137080,1,8,8,2.0,6.824999999999999,150,300,7,6,10.0,330.0,2.0,0
137081,1,6,7,1.8571428571428572,5.942857142857143,134,300,6,1,23.0,359.0,3.0,1
137082,1,8,8,2.0,7.25,165,300,8,4,0.0,265.0,3.0,0
137083,1,6,6,2.0,5.8,110,300,5,5,54.0,362.0,3.0,0
137084,1,4,4,2.0,8.2,150,300,4,2,49.0,359.0,1.0,4
137085,1,9,10,2.0,6.8,90,300,8,2,34.0,364.0,2.0,4
137086,1,5,4,2.0,7.6,150,175,3,4,10.0,329.0,1.0,3
137087,1,5,5,2.0,6.2,70,200,5,4,89.0,334.0,2.0,0
137088,1,4,4,2.0,5.15,110,300,4,7,199.0,307.0,3.0,0
137089,1,6,6,2.0,5.033333333333333,125,300,5,4,110.0,335.0,3.0,0
137090,1,10,10,2.0,6.5,150,200,7,1,35.0,336.0,3.0,1
137091,1,4,4,2.0,6.35,150,300,3,7,15.0,297.0,3.0,0
137092,1,7,8,2.125,8.0125,150,380,8,6,44.0,347.0,1.0,3
137093,1,8,8,2.0,7.6,150,220,6,6,26.0,354.0,2.0,0
137094,1,7,7,2.0,7.685714285714285,150,175,4,2,67.0,321.0,2.0,4
137095,1,4,4,2.0,6.6,150,175,3,1,54.0,236.0,3.0,1
137096,1,6,6,2.0,7.933333333333334,110,330,3,6,101.0,356.0,1.0,3
137097,1,4,5,1.6,6.480000000000001,150,175,5,5,156.0,358.0,3.0,2
137098,1,2,2,2.0,9.600000000000001,135,175,1,7,54.0,269.0,1.0,3
137099,1,6,6,2.0,6.6000000000000005,110,190,5,5,73.0,286.0,2.0,0
137100,1,5,5,1.8,6.42,150,330,5,5,34.0,317.0,2.0,0
137101,1,6,5,1.8333333333333333,6.533333333333334,160,300,5,2,19.0,319.0,2.0,4
137102,1,3,3,2.0,6.333333333333333,134,170,2,7,100.0,354.0,2.0,0
137103,1,8,8,2.0,8.175,90,380,6,1,131.0,350.0,3.0,1
137104,1,10,10,2.0,6.960000000000001,150,300,9,2,0.0,358.0,2.0,4
137105,1,3,3,2.0,7.2,150,210,3,7,40.0,348.0,2.0,0
137106,1,7,7,2.0,7.285714285714286,134,380,5,6,38.0,325.0,1.0,3
137107,1,8,8,2.0,7.725,125,330,6,2,20.0,332.0,2.0,4
137108,1,4,4,2.0,8.399999999999999,150,175,2,7,188.0,331.0,3.0,2
137109,1,7,7,2.0,6.114285714285714,110,220,6,4,7.0,363.0,1.0,3
137110,1,11,10,1.9090909090909092,6.945454545454546,90,330,9,2,47.0,348.0,3.0,1
137111,1,6,6,2.0,5.333333333333333,110,300,5,2,22.0,357.0,3.0,1
137112,1,7,7,2.0,6.628571428571428,150,220,5,2,50.0,243.0,3.0,1
137113,1,4,4,2.0,6.8,150,330,4,1,32.0,160.0,3.0,1
137114,1,6,7,1.8571428571428572,7.3428571428571425,135,300,5,5,234.0,344.0,2.0,0
137115,1,3,3,2.0,7.066666666666666,135,180,3,3,77.0,243.0,3.0,1
137116,1,8,9,2.0,7.38,150,330,6,5,23.0,353.0,3.0,0
137117,1,6,6,2.0,7.833333333333333,150,200,4,5,37.0,337.0,3.0,0
137118,1,11,11,2.0,6.50909090909091,134,300,6,7,58.0,345.0,2.0,0
137119,1,5,5,2.0,7.040000000000001,134,270,5,7,126.0,326.0,1.0,3
137120,1,7,7,1.8571428571428572,6.214285714285714,134,165,6,5,6.0,343.0,2.0,0
137121,1,5,5,1.8,5.5200000000000005,90,175,5,7,71.0,335.0,1.0,3
